SeqNo,Date,UTC Time,Time,IOvector
1021,1/17/2019,50:32.9, 000:07:54.943,524969
1022,1/17/2019,50:33.0, 000:07:55.074,524968
1023,1/17/2019,50:33.2, 000:07:55.330,4194986
1024,1/17/2019,50:34.0, 000:07:56.048,4197034
1025,1/17/2019,50:35.0, 000:07:57.060,4196010
1026,1/17/2019,50:35.0, 000:07:57.102,4194986
1027,1/17/2019,50:35.3, 000:07:57.364,4211370
1028,1/17/2019,50:36.3, 000:07:58.411,4194986
1029,1/17/2019,50:36.8, 000:07:58.846,74410
1030,1/17/2019,50:36.8, 000:07:58.924,74282
1031,1/17/2019,50:36.9, 000:07:59.008,66090
1032,1/17/2019,50:37.0, 000:07:59.052,74282
1033,1/17/2019,50:37.1, 000:07:59.188,618
1034,1/17/2019,50:37.2, 000:07:59.244,554
1035,1/17/2019,50:37.4, 000:07:59.481,682
1036,1/17/2019,50:38.4, 000:08:00.484,1049258
1037,1/17/2019,50:38.5, 000:08:00.547,1049250
1038,1/17/2019,50:38.7, 000:08:00.811,2097830
1039,1/17/2019,50:38.8, 000:08:00.920,2097826
1040,1/17/2019,50:39.1, 000:08:01.201,4194986
1041,1/17/2019,50:43.2, 000:08:05.292,4211370
1042,1/17/2019,50:44.1, 000:08:06.233,4194986
1043,1/17/2019,50:44.7, 000:08:06.773,4203178
1044,1/17/2019,50:45.6, 000:08:07.706,4194986
1045,1/17/2019,50:46.1, 000:08:08.226,37546
1046,1/17/2019,50:46.2, 000:08:08.305,37514
1047,1/17/2019,50:46.4, 000:08:08.447,33418
1048,1/17/2019,50:46.5, 000:08:08.597,666
1049,1/17/2019,50:46.6, 000:08:08.661,650
1050,1/17/2019,50:46.8, 000:08:08.908,682
1051,1/17/2019,50:47.8, 000:08:09.911,262826
1052,1/17/2019,50:47.9, 000:08:10.016,262824
1053,1/17/2019,50:48.2, 000:08:10.241,524969
1054,1/17/2019,50:48.3, 000:08:10.370,524968
1055,1/17/2019,50:48.5, 000:08:10.626,4194986
1056,1/17/2019,50:49.3, 000:08:11.367,4197034
1057,1/17/2019,50:49.4, 000:08:11.442,4198058
1058,1/17/2019,50:49.4, 000:08:11.493,4197034
1059,1/17/2019,50:49.5, 000:08:11.584,4198058
1060,1/17/2019,50:50.1, 000:08:12.216,4197034
1061,1/17/2019,50:50.3, 000:08:12.359,4194986
1062,1/17/2019,50:50.6, 000:08:12.679,4211370
1063,1/17/2019,50:51.6, 000:08:13.696,4194986
1064,1/17/2019,50:52.1, 000:08:14.185,74410
1065,1/17/2019,50:52.2, 000:08:14.263,74282
1066,1/17/2019,50:52.4, 000:08:14.456,66090
1067,1/17/2019,50:52.4, 000:08:14.527,618
1068,1/17/2019,50:52.5, 000:08:14.583,554
1069,1/17/2019,50:52.7, 000:08:14.820,682
1070,1/17/2019,50:53.7, 000:08:15.823,1049258
1071,1/17/2019,50:53.8, 000:08:15.887,1049250
1072,1/17/2019,50:54.1, 000:08:16.152,2097830
1073,1/17/2019,50:54.2, 000:08:16.266,2097826
1074,1/17/2019,50:54.5, 000:08:16.546,4194986
1075,1/17/2019,50:57.2, 000:08:19.296,4196010
1076,1/17/2019,50:58.3, 000:08:20.371,4194986
1077,1/17/2019,50:58.5, 000:08:20.606,148138
1078,1/17/2019,50:58.6, 000:08:20.650,147626
1079,1/17/2019,50:58.7, 000:08:20.806,131242
1080,1/17/2019,50:58.8, 000:08:20.926,426
1081,1/17/2019,50:58.9, 000:08:20.986,170
1082,1/17/2019,50:59.1, 000:08:21.228,682
1083,1/17/2019,51:00.1, 000:08:22.231,262826
1084,1/17/2019,51:00.3, 000:08:22.335,262824
1085,1/17/2019,51:00.5, 000:08:22.573,524969
1086,1/17/2019,51:00.6, 000:08:22.703,524968
1087,1/17/2019,51:00.9, 000:08:22.958,4194986
1088,1/17/2019,51:01.6, 000:08:23.684,4197034
1089,1/17/2019,51:01.6, 000:08:23.701,4198058
1090,1/17/2019,51:02.6, 000:08:24.666,4196010
1091,1/17/2019,51:02.7, 000:08:24.741,4194986
1092,1/17/2019,51:02.9, 000:08:25.006,4211370
1093,1/17/2019,51:04.0, 000:08:26.050,4194986
1094,1/17/2019,51:04.4, 000:08:26.485,74410
1095,1/17/2019,51:04.5, 000:08:26.562,74282
1096,1/17/2019,51:04.6, 000:08:26.653,66090
1097,1/17/2019,51:04.7, 000:08:26.827,618
1098,1/17/2019,51:04.8, 000:08:26.882,554
1099,1/17/2019,51:05.0, 000:08:27.120,682
1100,1/17/2019,51:06.0, 000:08:28.123,1049258
1101,1/17/2019,51:06.1, 000:08:28.186,1049250
1102,1/17/2019,51:06.4, 000:08:28.456,2097830
1103,1/17/2019,51:06.5, 000:08:28.573,2097826
1104,1/17/2019,51:06.8, 000:08:28.853,4194986
1105,1/17/2019,51:10.9, 000:08:32.964,4211370
1106,1/17/2019,51:11.8, 000:08:33.903,4194986
1107,1/17/2019,51:12.4, 000:08:34.447,4203178
1108,1/17/2019,51:13.3, 000:08:35.376,4194986
1109,1/17/2019,51:13.8, 000:08:35.899,37546
1110,1/17/2019,51:13.9, 000:08:35.981,37514
1111,1/17/2019,51:14.0, 000:08:36.121,33418
1112,1/17/2019,51:14.2, 000:08:36.269,666
1113,1/17/2019,51:14.2, 000:08:36.333,650
1114,1/17/2019,51:14.5, 000:08:36.580,682
1115,1/17/2019,51:15.5, 000:08:37.582,262826
1116,1/17/2019,51:15.6, 000:08:37.687,262824
1117,1/17/2019,51:15.8, 000:08:37.926,524969
1118,1/17/2019,51:16.0, 000:08:38.057,524968
1119,1/17/2019,51:16.2, 000:08:38.314,4194986
1120,1/17/2019,51:16.9, 000:08:39.031,4196010
1121,1/17/2019,51:17.4, 000:08:39.508,4198058
1122,1/17/2019,51:17.9, 000:08:40.013,4196010
1123,1/17/2019,51:18.0, 000:08:40.054,4194986
1124,1/17/2019,51:18.2, 000:08:40.324,4211370
1125,1/17/2019,51:19.3, 000:08:41.342,4194986
1126,1/17/2019,51:19.7, 000:08:41.814,74410
1127,1/17/2019,51:19.8, 000:08:41.890,74282
1128,1/17/2019,51:20.0, 000:08:42.052,66090
1129,1/17/2019,51:20.1, 000:08:42.156,618
1130,1/17/2019,51:20.1, 000:08:42.212,554
1131,1/17/2019,51:20.4, 000:08:42.449,682
1132,1/17/2019,51:21.4, 000:08:43.452,1049258
1133,1/17/2019,51:21.4, 000:08:43.517,1049250
1134,1/17/2019,51:21.7, 000:08:43.789,2097830
1135,1/17/2019,51:21.8, 000:08:43.905,2097826
1136,1/17/2019,51:22.1, 000:08:44.185,4194986
1137,1/17/2019,51:24.8, 000:08:46.914,4196010
1138,1/17/2019,51:25.9, 000:08:47.993,4194986
1139,1/17/2019,51:26.1, 000:08:48.228,148138
1140,1/17/2019,51:26.2, 000:08:48.269,147626
1141,1/17/2019,51:26.3, 000:08:48.427,131242
1142,1/17/2019,51:26.5, 000:08:48.548,426
1143,1/17/2019,51:26.5, 000:08:48.608,170
1144,1/17/2019,51:26.8, 000:08:48.851,682
1145,1/17/2019,51:27.8, 000:08:49.854,262826
1146,1/17/2019,51:27.9, 000:08:49.959,262824
1147,1/17/2019,51:28.1, 000:08:50.190,524969
1148,1/17/2019,51:28.2, 000:08:50.314,524968
1149,1/17/2019,51:28.5, 000:08:50.574,4194986
1150,1/17/2019,51:29.2, 000:08:51.327,4197034
1151,1/17/2019,51:29.9, 000:08:52.033,4196010
1152,1/17/2019,51:30.3, 000:08:52.381,4194986
1153,1/17/2019,51:30.6, 000:08:52.647,4211370
1154,1/17/2019,51:31.6, 000:08:53.693,4194986
1155,1/17/2019,51:32.0, 000:08:54.129,74410
1156,1/17/2019,51:32.1, 000:08:54.209,74282
1157,1/17/2019,51:32.3, 000:08:54.344,66090
1158,1/17/2019,51:32.4, 000:08:54.472,618
1159,1/17/2019,51:32.4, 000:08:54.528,554
1160,1/17/2019,51:32.7, 000:08:54.767,682
1161,1/17/2019,51:33.7, 000:08:55.769,1049258
1162,1/17/2019,51:33.8, 000:08:55.840,1049250
1163,1/17/2019,51:34.0, 000:08:56.105,2097830
1164,1/17/2019,51:34.1, 000:08:56.223,2097826
1165,1/17/2019,51:34.4, 000:08:56.503,4194986
1166,1/17/2019,51:37.2, 000:08:59.243,4196010
1167,1/17/2019,51:38.2, 000:09:00.311,4194986
1168,1/17/2019,51:38.5, 000:09:00.550,148138
1169,1/17/2019,51:38.5, 000:09:00.587,147626
1170,1/17/2019,51:38.7, 000:09:00.762,131242
1171,1/17/2019,51:38.8, 000:09:00.868,426
1172,1/17/2019,51:38.8, 000:09:00.927,170
1173,1/17/2019,51:39.1, 000:09:01.169,682
1174,1/17/2019,51:40.1, 000:09:02.172,262826
1175,1/17/2019,51:40.2, 000:09:02.274,262824
1176,1/17/2019,51:40.4, 000:09:02.508,524969
1177,1/17/2019,51:40.6, 000:09:02.637,524968
1178,1/17/2019,51:40.8, 000:09:02.895,4194986
1179,1/17/2019,51:41.5, 000:09:03.606,4197034
1180,1/17/2019,51:41.5, 000:09:03.629,4198058
1181,1/17/2019,51:42.6, 000:09:04.662,4196010
1182,1/17/2019,51:42.6, 000:09:04.677,4194986
1183,1/17/2019,51:42.9, 000:09:04.936,4211370
1184,1/17/2019,51:43.9, 000:09:05.982,4194986
1185,1/17/2019,51:44.3, 000:09:06.417,74410
1186,1/17/2019,51:44.4, 000:09:06.502,74282
1187,1/17/2019,51:44.6, 000:09:06.648,66090
1188,1/17/2019,51:44.7, 000:09:06.760,618
1189,1/17/2019,51:44.7, 000:09:06.816,554
1190,1/17/2019,51:45.0, 000:09:07.054,682
1191,1/17/2019,51:46.0, 000:09:08.056,1049258
1192,1/17/2019,51:46.0, 000:09:08.122,1049250
1193,1/17/2019,51:46.3, 000:09:08.386,2097830
1194,1/17/2019,51:46.4, 000:09:08.499,2097826
1195,1/17/2019,51:46.7, 000:09:08.777,4194986
1196,1/17/2019,51:50.8, 000:09:12.878,4211370
1197,1/17/2019,51:51.7, 000:09:13.809,4194986
1198,1/17/2019,51:52.3, 000:09:14.360,4203178
1199,1/17/2019,51:53.2, 000:09:15.283,4194986
1200,1/17/2019,51:53.7, 000:09:15.812,37546
1201,1/17/2019,51:53.8, 000:09:15.896,37514
1202,1/17/2019,51:53.9, 000:09:16.027,33418
1203,1/17/2019,51:54.1, 000:09:16.185,666
1204,1/17/2019,51:54.2, 000:09:16.249,650
1205,1/17/2019,51:54.4, 000:09:16.496,682
1206,1/17/2019,51:55.4, 000:09:17.498,262826
1207,1/17/2019,51:55.5, 000:09:17.600,262824
1208,1/17/2019,51:55.7, 000:09:17.827,524969
1209,1/17/2019,51:55.9, 000:09:17.953,524968
1210,1/17/2019,51:56.1, 000:09:18.211,4194986
1211,1/17/2019,51:56.9, 000:09:18.987,4197034
1212,1/17/2019,51:57.1, 000:09:19.171,4198058
1213,1/17/2019,51:57.7, 000:09:19.800,4197034
1214,1/17/2019,51:57.9, 000:09:19.942,4194986
1215,1/17/2019,51:58.2, 000:09:20.259,4211370
1216,1/17/2019,51:59.2, 000:09:21.273,4194986
1217,1/17/2019,51:59.7, 000:09:21.761,74410
1218,1/17/2019,51:59.8, 000:09:21.850,74282
1219,1/17/2019,51:59.9, 000:09:22.007,66090
1220,1/17/2019,52:00.0, 000:09:22.107,618
1221,1/17/2019,52:00.1, 000:09:22.162,554
1222,1/17/2019,52:00.3, 000:09:22.400,682
1223,1/17/2019,52:01.3, 000:09:23.402,1049258
1224,1/17/2019,52:01.4, 000:09:23.468,1049250
1225,1/17/2019,52:01.7, 000:09:23.735,2097830
1226,1/17/2019,52:01.8, 000:09:23.854,2097826
1227,1/17/2019,52:02.1, 000:09:24.135,4194986
1228,1/17/2019,52:04.8, 000:09:26.875,4196010
1229,1/17/2019,52:05.9, 000:09:27.947,4194986
1230,1/17/2019,52:06.1, 000:09:28.180,148138
1231,1/17/2019,52:06.1, 000:09:28.221,147626
1232,1/17/2019,52:06.3, 000:09:28.392,131242
1233,1/17/2019,52:06.4, 000:09:28.499,426
1234,1/17/2019,52:06.5, 000:09:28.559,170
1235,1/17/2019,52:06.7, 000:09:28.801,682
1236,1/17/2019,52:07.7, 000:09:29.804,262826
1237,1/17/2019,52:07.8, 000:09:29.910,262824
1238,1/17/2019,52:08.1, 000:09:30.145,524969
1239,1/17/2019,52:08.2, 000:09:30.276,524968
1240,1/17/2019,52:08.4, 000:09:30.529,4194986
1241,1/17/2019,52:09.2, 000:09:31.260,4196010
1242,1/17/2019,52:09.2, 000:09:31.288,4198058
1243,1/17/2019,52:10.2, 000:09:32.245,4196010
1244,1/17/2019,52:10.2, 000:09:32.308,4194986
1245,1/17/2019,52:10.5, 000:09:32.563,4211370
1246,1/17/2019,52:11.5, 000:09:33.604,4194986
1247,1/17/2019,52:12.0, 000:09:34.041,74410
1248,1/17/2019,52:12.0, 000:09:34.127,74282
1249,1/17/2019,52:12.2, 000:09:34.271,66090
1250,1/17/2019,52:12.3, 000:09:34.385,618
1251,1/17/2019,52:12.4, 000:09:34.440,554
1252,1/17/2019,52:12.6, 000:09:34.678,682
1253,1/17/2019,52:13.6, 000:09:35.680,1049258
1254,1/17/2019,52:13.7, 000:09:35.744,1049250
1255,1/17/2019,52:13.9, 000:09:36.005,2097830
1256,1/17/2019,52:14.0, 000:09:36.118,2097826
1257,1/17/2019,52:14.3, 000:09:36.396,4194986
1258,1/17/2019,52:18.4, 000:09:40.505,4211370
1259,1/17/2019,52:19.4, 000:09:41.438,4194986
1260,1/17/2019,52:19.9, 000:09:41.985,4203178
1261,1/17/2019,52:20.8, 000:09:42.911,4194986
1262,1/17/2019,52:21.4, 000:09:43.441,37546
1263,1/17/2019,52:21.4, 000:09:43.523,37514
1264,1/17/2019,52:21.6, 000:09:43.646,33418
1265,1/17/2019,52:21.7, 000:09:43.813,666
1266,1/17/2019,52:21.8, 000:09:43.877,650
1267,1/17/2019,52:22.0, 000:09:44.124,682
1268,1/17/2019,52:23.0, 000:09:45.127,262826
1269,1/17/2019,52:23.1, 000:09:45.231,262824
1270,1/17/2019,52:23.4, 000:09:45.469,524969
1271,1/17/2019,52:23.5, 000:09:45.601,524968
1272,1/17/2019,52:23.8, 000:09:45.857,4194986
1273,1/17/2019,52:24.5, 000:09:46.588,4196010
1274,1/17/2019,52:24.6, 000:09:46.690,4198058
1275,1/17/2019,52:25.5, 000:09:47.581,4196010
1276,1/17/2019,52:25.5, 000:09:47.612,4194986
1277,1/17/2019,52:25.8, 000:09:47.888,4211370
1278,1/17/2019,52:26.8, 000:09:48.902,4194986
1279,1/17/2019,52:27.3, 000:09:49.377,74410
1280,1/17/2019,52:27.4, 000:09:49.464,74282
1281,1/17/2019,52:27.5, 000:09:49.628,66090
1282,1/17/2019,52:27.6, 000:09:49.721,618
1283,1/17/2019,52:27.7, 000:09:49.777,554
1284,1/17/2019,52:27.9, 000:09:50.013,682
1285,1/17/2019,52:28.9, 000:09:51.015,1049258
1286,1/17/2019,52:29.0, 000:09:51.079,1049250
1287,1/17/2019,52:29.3, 000:09:51.340,2097830
1288,1/17/2019,52:29.4, 000:09:51.450,2097826
1289,1/17/2019,52:29.6, 000:09:51.731,4194986
1290,1/17/2019,52:33.7, 000:09:55.824,4211370
1291,1/17/2019,52:34.7, 000:09:56.756,4194986
1292,1/17/2019,52:35.2, 000:09:57.309,4203178
1293,1/17/2019,52:36.1, 000:09:58.229,4194986
1294,1/17/2019,52:36.7, 000:09:58.763,37546
1295,1/17/2019,52:36.8, 000:09:58.838,37514
1296,1/17/2019,52:36.9, 000:09:58.956,33418
1297,1/17/2019,52:37.0, 000:09:59.133,666
1298,1/17/2019,52:37.1, 000:09:59.197,650
1299,1/17/2019,52:37.4, 000:09:59.445,682
1300,1/17/2019,52:38.4, 000:10:00.447,262826
1301,1/17/2019,52:38.5, 000:10:00.549,262824
1302,1/17/2019,52:38.7, 000:10:00.785,524969
1303,1/17/2019,52:38.8, 000:10:00.910,524968
1304,1/17/2019,52:39.1, 000:10:01.170,4194986
1305,1/17/2019,52:39.8, 000:10:01.898,4197034
1306,1/17/2019,52:39.8, 000:10:01.915,4198058
1307,1/17/2019,52:40.8, 000:10:02.898,4196010
1308,1/17/2019,52:40.9, 000:10:02.958,4194986
1309,1/17/2019,52:41.1, 000:10:03.222,4211370
1310,1/17/2019,52:42.2, 000:10:04.270,4194986
1311,1/17/2019,52:42.6, 000:10:04.704,74410
1312,1/17/2019,52:42.7, 000:10:04.783,74282
1313,1/17/2019,52:42.8, 000:10:04.926,66090
1314,1/17/2019,52:43.0, 000:10:05.045,618
1315,1/17/2019,52:43.0, 000:10:05.102,554
1316,1/17/2019,52:43.3, 000:10:05.337,682
1317,1/17/2019,52:44.3, 000:10:06.339,1049258
1318,1/17/2019,52:44.3, 000:10:06.405,1049250
1319,1/17/2019,52:44.6, 000:10:06.672,2097830
1320,1/17/2019,52:44.7, 000:10:06.788,2097826
1321,1/17/2019,52:45.0, 000:10:07.068,4194986
1322,1/17/2019,52:47.7, 000:10:09.810,4196010
1323,1/17/2019,52:48.8, 000:10:10.875,4194986
1324,1/17/2019,52:49.0, 000:10:11.112,148138
1325,1/17/2019,52:49.1, 000:10:11.157,147626
1326,1/17/2019,52:49.2, 000:10:11.326,131242
1327,1/17/2019,52:49.3, 000:10:11.433,426
1328,1/17/2019,52:49.4, 000:10:11.492,170
1329,1/17/2019,52:49.7, 000:10:11.735,682
1330,1/17/2019,52:50.7, 000:10:12.739,262826
1331,1/17/2019,52:50.8, 000:10:12.839,262824
1332,1/17/2019,52:51.0, 000:10:13.075,524969
1333,1/17/2019,52:51.1, 000:10:13.205,524968
1334,1/17/2019,52:51.4, 000:10:13.462,4194986
1335,1/17/2019,52:52.1, 000:10:14.195,4196010
1336,1/17/2019,52:52.1, 000:10:14.214,4198058
1337,1/17/2019,52:53.1, 000:10:15.219,4196010
1338,1/17/2019,52:53.2, 000:10:15.242,4194986
1339,1/17/2019,52:53.4, 000:10:15.492,4211370
1340,1/17/2019,52:54.4, 000:10:16.532,4194986
1341,1/17/2019,52:54.9, 000:10:16.967,74410
1342,1/17/2019,52:55.0, 000:10:17.048,74282
1343,1/17/2019,52:55.1, 000:10:17.189,66090
1344,1/17/2019,52:55.2, 000:10:17.309,618
1345,1/17/2019,52:55.3, 000:10:17.366,554
1346,1/17/2019,52:55.5, 000:10:17.601,682
1347,1/17/2019,52:56.5, 000:10:18.603,1049258
1348,1/17/2019,52:56.6, 000:10:18.672,1049250
1349,1/17/2019,52:56.9, 000:10:18.938,2097830
1350,1/17/2019,52:57.0, 000:10:19.053,2097826
1351,1/17/2019,52:57.2, 000:10:19.331,4194986
1352,1/17/2019,53:01.3, 000:10:23.435,4211370
1353,1/17/2019,53:02.3, 000:10:24.371,4194986
1354,1/17/2019,53:02.8, 000:10:24.912,4203178
1355,1/17/2019,53:03.8, 000:10:25.845,4194986
1356,1/17/2019,53:04.3, 000:10:26.369,37546
1357,1/17/2019,53:04.4, 000:10:26.448,37514
1358,1/17/2019,53:04.5, 000:10:26.578,33418
1359,1/17/2019,53:04.7, 000:10:26.739,666
1360,1/17/2019,53:04.7, 000:10:26.803,650
1361,1/17/2019,53:05.0, 000:10:27.051,682
1362,1/17/2019,53:06.0, 000:10:28.053,262826
1363,1/17/2019,53:06.1, 000:10:28.158,262824
1364,1/17/2019,53:06.3, 000:10:28.391,524969
1365,1/17/2019,53:06.4, 000:10:28.520,524968
1366,1/17/2019,53:06.7, 000:10:28.776,4194986
1367,1/17/2019,53:07.4, 000:10:29.508,4197034
1368,1/17/2019,53:07.5, 000:10:29.590,4198058
1369,1/17/2019,53:07.5, 000:10:29.631,4197034
1370,1/17/2019,53:07.6, 000:10:29.729,4198058
1371,1/17/2019,53:08.3, 000:10:30.360,4197034
1372,1/17/2019,53:08.4, 000:10:30.512,4194986
1373,1/17/2019,53:08.7, 000:10:30.826,4211370
1374,1/17/2019,53:09.8, 000:10:31.846,4194986
1375,1/17/2019,53:10.2, 000:10:32.333,74410
1376,1/17/2019,53:10.3, 000:10:32.414,74282
1377,1/17/2019,53:10.5, 000:10:32.603,66090
1378,1/17/2019,53:10.6, 000:10:32.676,618
1379,1/17/2019,53:10.6, 000:10:32.732,554
1380,1/17/2019,53:10.9, 000:10:32.968,682
1381,1/17/2019,53:11.9, 000:10:33.971,1049258
1382,1/17/2019,53:12.0, 000:10:34.036,1049250
1383,1/17/2019,53:12.2, 000:10:34.302,2097830
1384,1/17/2019,53:12.3, 000:10:34.420,2097826
1385,1/17/2019,53:12.6, 000:10:34.702,4194986
1386,1/17/2019,53:15.3, 000:10:37.429,4196010
1387,1/17/2019,53:16.4, 000:10:38.492,4194986
1388,1/17/2019,53:16.6, 000:10:38.727,148138
1389,1/17/2019,53:16.7, 000:10:38.769,147626
1390,1/17/2019,53:16.9, 000:10:38.946,131242
1391,1/17/2019,53:17.0, 000:10:39.046,426
1392,1/17/2019,53:17.0, 000:10:39.106,170
1393,1/17/2019,53:17.3, 000:10:39.349,682
1394,1/17/2019,53:18.3, 000:10:40.352,262826
1395,1/17/2019,53:18.4, 000:10:40.457,262824
1396,1/17/2019,53:18.6, 000:10:40.694,524969
1397,1/17/2019,53:18.7, 000:10:40.824,524968
1398,1/17/2019,53:19.0, 000:10:41.079,4194986
1399,1/17/2019,53:19.7, 000:10:41.802,4197034
1400,1/17/2019,53:19.7, 000:10:41.816,4198058
1401,1/17/2019,53:20.7, 000:10:42.785,4196010
1402,1/17/2019,53:20.8, 000:10:42.867,4194986
1403,1/17/2019,53:21.0, 000:10:43.132,4211370
1404,1/17/2019,53:22.1, 000:10:44.178,4194986
1405,1/17/2019,53:22.5, 000:10:44.611,74410
1406,1/17/2019,53:22.6, 000:10:44.690,74282
1407,1/17/2019,53:22.8, 000:10:44.851,66090
1408,1/17/2019,53:22.9, 000:10:44.953,618
1409,1/17/2019,53:23.2, 000:10:45.245,682
1410,1/17/2019,53:24.2, 000:10:46.247,1049258
1411,1/17/2019,53:24.2, 000:10:46.314,1049250
1412,1/17/2019,53:24.5, 000:10:46.580,2097830
1413,1/17/2019,53:24.6, 000:10:46.697,2097826
1414,1/17/2019,53:24.9, 000:10:46.978,4194986
1415,1/17/2019,53:27.6, 000:10:49.719,4196010
1416,1/17/2019,53:28.7, 000:10:50.791,4194986
1417,1/17/2019,53:28.9, 000:10:51.025,148138
1418,1/17/2019,53:29.0, 000:10:51.062,147626
1419,1/17/2019,53:29.1, 000:10:51.231,131242
1420,1/17/2019,53:29.3, 000:10:51.344,426
1421,1/17/2019,53:29.3, 000:10:51.403,170
1422,1/17/2019,53:29.6, 000:10:51.646,682
1423,1/17/2019,53:30.6, 000:10:52.649,262826
1424,1/17/2019,53:30.7, 000:10:52.749,262824
1425,1/17/2019,53:30.9, 000:10:52.994,524969
1426,1/17/2019,53:31.0, 000:10:53.126,524968
1427,1/17/2019,53:31.3, 000:10:53.381,4194986
1428,1/17/2019,53:32.0, 000:10:54.116,4196010
1429,1/17/2019,53:32.1, 000:10:54.169,4198058
1430,1/17/2019,53:33.0, 000:10:55.115,4196010
1431,1/17/2019,53:33.1, 000:10:55.137,4194986
1432,1/17/2019,53:33.3, 000:10:55.411,4211370
1433,1/17/2019,53:34.3, 000:10:56.431,4194986
1434,1/17/2019,53:34.8, 000:10:56.903,74410
1435,1/17/2019,53:34.9, 000:10:56.981,74282
1436,1/17/2019,53:35.1, 000:10:57.150,66090
1437,1/17/2019,53:35.2, 000:10:57.245,618
1438,1/17/2019,53:35.2, 000:10:57.300,554
1439,1/17/2019,53:35.5, 000:10:57.536,682
1440,1/17/2019,53:36.5, 000:10:58.540,1049258
1441,1/17/2019,53:36.5, 000:10:58.603,1049250
1442,1/17/2019,53:36.8, 000:10:58.869,2097830
1443,1/17/2019,53:36.9, 000:10:58.985,2097826
1444,1/17/2019,53:37.2, 000:10:59.263,4194986
1445,1/17/2019,53:41.3, 000:11:03.356,4211370
1446,1/17/2019,53:42.2, 000:11:04.294,4194986
1447,1/17/2019,53:42.8, 000:11:04.839,4203178
1448,1/17/2019,53:43.7, 000:11:05.771,4194986
1449,1/17/2019,53:44.2, 000:11:06.292,37546
1450,1/17/2019,53:44.3, 000:11:06.372,37514
1451,1/17/2019,53:44.4, 000:11:06.512,33418
1452,1/17/2019,53:44.6, 000:11:06.662,666
1453,1/17/2019,53:44.6, 000:11:06.726,650
1454,1/17/2019,53:44.9, 000:11:06.974,682
1455,1/17/2019,53:45.9, 000:11:07.976,262826
1456,1/17/2019,53:46.0, 000:11:08.077,262824
1457,1/17/2019,53:46.2, 000:11:08.312,524969
1458,1/17/2019,53:46.4, 000:11:08.437,524968
1459,1/17/2019,53:46.6, 000:11:08.698,4194986
1460,1/17/2019,53:47.3, 000:11:09.432,4196010
1461,1/17/2019,53:48.4, 000:11:10.468,4196010
1462,1/17/2019,53:48.4, 000:11:10.476,4194986
1463,1/17/2019,53:48.6, 000:11:10.732,4211370
1464,1/17/2019,53:49.7, 000:11:11.778,4194986
1465,1/17/2019,53:50.1, 000:11:12.214,74410
1466,1/17/2019,53:50.2, 000:11:12.290,74282
1467,1/17/2019,53:50.3, 000:11:12.384,66090
1468,1/17/2019,53:50.5, 000:11:12.555,618
1469,1/17/2019,53:50.5, 000:11:12.611,554
1470,1/17/2019,53:50.8, 000:11:12.847,682
1471,1/17/2019,53:51.8, 000:11:13.849,1049258
1472,1/17/2019,53:51.8, 000:11:13.914,1049250
1473,1/17/2019,53:52.1, 000:11:14.181,2097830
1474,1/17/2019,53:52.2, 000:11:14.299,2097826
1475,1/17/2019,53:52.5, 000:11:14.579,4194986
1476,1/17/2019,53:55.2, 000:11:17.327,4196010
1477,1/17/2019,53:56.3, 000:11:18.398,4194986
1478,1/17/2019,53:56.6, 000:11:18.637,148138
1479,1/17/2019,53:56.6, 000:11:18.679,147626
1480,1/17/2019,53:56.8, 000:11:18.842,131242
1481,1/17/2019,53:56.9, 000:11:18.957,426
1482,1/17/2019,53:56.9, 000:11:19.017,170
1483,1/17/2019,53:57.2, 000:11:19.259,682
1484,1/17/2019,53:58.2, 000:11:20.262,262826
1485,1/17/2019,53:58.3, 000:11:20.361,262824
1486,1/17/2019,53:58.5, 000:11:20.595,524969
1487,1/17/2019,53:58.6, 000:11:20.728,524968
1488,1/17/2019,53:58.9, 000:11:20.984,4194986
1489,1/17/2019,53:59.6, 000:11:21.719,4197034
1490,1/17/2019,53:59.6, 000:11:21.730,4198058
1491,1/17/2019,54:00.6, 000:11:22.695,4196010
1492,1/17/2019,54:00.7, 000:11:22.774,4194986
1493,1/17/2019,54:01.0, 000:11:23.037,4211370
1494,1/17/2019,54:02.0, 000:11:24.076,4194986
1495,1/17/2019,54:02.4, 000:11:24.514,74410
1496,1/17/2019,54:02.5, 000:11:24.590,74282
1497,1/17/2019,54:02.6, 000:11:24.682,66090
1498,1/17/2019,54:02.8, 000:11:24.856,618
1499,1/17/2019,54:02.8, 000:11:24.911,554
1500,1/17/2019,54:03.1, 000:11:25.148,682
1501,1/17/2019,54:04.1, 000:11:26.150,1049258
1502,1/17/2019,54:04.1, 000:11:26.215,1049250
1503,1/17/2019,54:04.4, 000:11:26.479,2097830
1504,1/17/2019,54:04.5, 000:11:26.591,2097826
1505,1/17/2019,54:04.8, 000:11:26.869,4194986
1506,1/17/2019,54:08.9, 000:11:30.972,4211370
1507,1/17/2019,54:09.8, 000:11:31.901,4194986
1508,1/17/2019,54:10.4, 000:11:32.449,4203178
1509,1/17/2019,54:11.3, 000:11:33.375,4194986
1510,1/17/2019,54:11.8, 000:11:33.903,37546
1511,1/17/2019,54:11.9, 000:11:33.983,37514
1512,1/17/2019,54:12.0, 000:11:34.102,33418
1513,1/17/2019,54:12.2, 000:11:34.274,666
